,癤풳ser ID,Venue ID,Venue category ID,Venue category name,Latitude,Longitude,Timezone offset in minutes,UTC time
52518,129,46f52f99f964a520ef4a1fe3,4bf58dd8d48988d14e941735,American Restaurant,40.66530754,-73.98940086,-240,Sun May 06 23:13:20 +0000 2012
52519,623,49f76cc2f964a5209d6c1fe3,4bf58dd8d48988d129951735,Train Station,40.73420076,-74.16483829,-240,Sun May 06 23:13:39 +0000 2012
52520,534,46fe3f5ef964a520184b1fe3,4bf58dd8d48988d122941735,Bar,40.72574081,-73.9902829,-240,Sun May 06 23:14:05 +0000 2012
52521,98,4e0b7d8bae60e479ada0be11,4bf58dd8d48988d1e5941735,Other Great Outdoors,40.70901264,-73.9964292,-240,Sun May 06 23:15:52 +0000 2012
52522,726,4f69006de4b0164558dfec17,4bf58dd8d48988d1ff931735,Convention Center,40.75188725,-73.97669264,-240,Sun May 06 23:17:05 +0000 2012
52523,990,4c2cdf2d8ef52d7fed9933ba,4bf58dd8d48988d1fa931735,Hotel,40.75850534,-73.98914337,540,Sun May 06 23:17:14 +0000 2012
52524,726,4eaef489b8f7116f2080fdb0,4bf58dd8d48988d142941735,Asian Restaurant,40.75182266,-73.97388608,-240,Sun May 06 23:17:38 +0000 2012
52525,217,4e6a93eb62e1cd1d54c419f7,4bf58dd8d48988d1fd931735,Subway,40.83033599,-73.8715367,-240,Sun May 06 23:18:00 +0000 2012
52526,215,4f1de1a3e4b03543a3d3176d,4bf58dd8d48988d123951735,Smoke Shop,40.73074234,-74.1613636,-240,Sun May 06 23:18:11 +0000 2012
52527,612,4276bf00f964a5208b211fe3,4bf58dd8d48988d1d8941735,Bar,40.76430758,-73.98882151,-240,Sun May 06 23:18:20 +0000 2012
52528,906,411ab300f964a520110c1fe3,4bf58dd8d48988d1d3941735,Vegetarian / Vegan Restaurant,40.73595651,-73.98712647,-240,Sun May 06 23:20:18 +0000 2012
52529,530,4f31de0ee4b0d510f4ee3cec,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),40.73967263,-74.00169729,-240,Sun May 06 23:20:54 +0000 2012
52530,15,3fd66200f964a520bbe91ee3,4bf58dd8d48988d110941735,Italian Restaurant,40.72628915,-74.00039463,-240,Sun May 06 23:20:58 +0000 2012
52531,391,4fa35553e4b0b487cc7af3fc,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),40.84476009,-74.160515,-240,Sun May 06 23:22:15 +0000 2012
52532,527,4e7741b845ddd4324086eaac,4bf58dd8d48988d1fd931735,Subway,40.75752331,-73.96917869,-240,Sun May 06 23:22:31 +0000 2012
52533,203,4bd44b84a8b3a5937e7f6b5f,4bf58dd8d48988d189941735,Stadium,40.81348443,-74.07433033,-240,Sun May 06 23:22:45 +0000 2012
52534,364,4dab9063fa8cc76497507739,4bf58dd8d48988d145941735,Chinese Restaurant,40.787794,-73.9445127,-240,Sun May 06 23:23:09 +0000 2012
52535,942,423e0e80f964a52047201fe3,4bf58dd8d48988d1f9941735,Food & Drink Shop,40.67685119,-73.98010177,-240,Sun May 06 23:23:19 +0000 2012
52536,267,4b105a6ef964a5207e6e23e3,4bf58dd8d48988d1fd941735,Mall,40.91143695,-73.77997398,-240,Sun May 06 23:23:24 +0000 2012
52537,267,4d4de33cd6f3224bca73a1a6,4bf58dd8d48988d162941735,Other Great Outdoors,40.91192343,-73.78237724,-240,Sun May 06 23:23:50 +0000 2012
52538,768,4ea306695c5cd12b35e4dd0b,4bf58dd8d48988d1f9931735,Road,40.80568875,-74.01008606,-240,Sun May 06 23:24:07 +0000 2012
52539,247,4b3ce40ef964a5200b8925e3,4bf58dd8d48988d1d2941735,Sushi Restaurant,40.78467177,-73.973547,-240,Sun May 06 23:24:15 +0000 2012
52540,712,40f1d480f964a5206a0a1fe3,4bf58dd8d48988d163941735,Park,40.74706189,-74.00519371,-240,Sun May 06 23:25:52 +0000 2012
52541,348,4f69f2b76d86f87117bb13ab,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.70263485,-73.99300575,-240,Sun May 06 23:26:05 +0000 2012
52542,504,4a070b6ef964a5201d731fe3,4bf58dd8d48988d17f941735,Movie Theater,40.77901864,-73.9539578,-240,Sun May 06 23:26:08 +0000 2012
52543,537,4f4ad893e4b0b7483fa68c45,4bf58dd8d48988d172941735,Post Office,40.75287312,-73.99178076,-240,Sun May 06 23:27:27 +0000 2012
52544,912,4a5a3dc2f964a520f7b91fe3,4bf58dd8d48988d1e5941735,Other Great Outdoors,40.74218482,-73.98838288,-240,Sun May 06 23:27:39 +0000 2012
52545,416,4d9f8d97a428a1cdd92acb04,4bf58dd8d48988d110941735,Italian Restaurant,40.72301983,-73.995854,-240,Sun May 06 23:27:49 +0000 2012
52546,355,4e7b3d6bb61c3d3630813067,4bf58dd8d48988d125941735,Office,40.601836,-73.97629933,-240,Sun May 06 23:28:36 +0000 2012
52547,281,4c93b34721c7199c14740b7f,4bf58dd8d48988d132941735,Church,40.81919256,-74.16168988,-240,Sun May 06 23:29:13 +0000 2012
52548,689,4a021207f964a52029711fe3,4bf58dd8d48988d116941735,Bar,40.73743415,-73.99128147,-240,Sun May 06 23:30:03 +0000 2012
52549,267,4b3672c7f964a520ab3525e3,4bf58dd8d48988d17f941735,Movie Theater,40.91193999,-73.77949835,-240,Sun May 06 23:30:09 +0000 2012
52550,270,4e15b6feb3ad47cbbb61d705,4bf58dd8d48988d137941735,Theater,40.73774638,-73.99837017,-240,Sun May 06 23:30:45 +0000 2012
52551,888,3fd66200f964a520e6e91ee3,4bf58dd8d48988d1c5941735,Sandwich Place,40.729806,-73.99942531,-240,Sun May 06 23:34:24 +0000 2012
52552,610,4a8e031cf964a520be1120e3,4bf58dd8d48988d116941735,Bar,40.72240464,-73.95522952,-240,Sun May 06 23:35:29 +0000 2012
52553,1016,4e48a00a18a8f9804ce6802d,4bf58dd8d48988d103941735,Home (private),40.93190934,-74.01238511,-240,Sun May 06 23:35:47 +0000 2012
52554,1045,4573c09bf964a520893e1fe3,4bf58dd8d48988d171941735,Event Space,40.78286008,-73.95289015,-240,Sun May 06 23:36:20 +0000 2012
52555,651,4d9a695ee5fd6ea8e3096df5,4bf58dd8d48988d145941735,Chinese Restaurant,40.83391127,-73.91648769,-240,Sun May 06 23:36:49 +0000 2012
52556,928,4a43bd40f964a520bfa61fe3,4bf58dd8d48988d1df941735,Bridge,40.75673368,-73.95445704,-240,Sun May 06 23:37:13 +0000 2012
52557,445,4dc87e4b2271353fc8dee748,4bf58dd8d48988d110951735,Salon / Barbershop,40.825409,-73.947929,-240,Sun May 06 23:37:23 +0000 2012
52558,852,4ad725d5f964a520d20821e3,4bf58dd8d48988d1c8941735,African Restaurant,40.71465249,-73.99117817,-240,Sun May 06 23:38:21 +0000 2012
52559,196,49b79f54f964a5202c531fe3,4bf58dd8d48988d164941735,Plaza,40.7586692,-73.97859809,-240,Sun May 06 23:40:01 +0000 2012
52560,323,4af8189bf964a520f50a22e3,4bf58dd8d48988d148941735,Donut Shop,40.783057,-73.95286268,-240,Sun May 06 23:40:12 +0000 2012
52561,162,4f38a30ee4b099ca95aaf92e,4bf58dd8d48988d14e941735,American Restaurant,40.67090115,-73.98496858,-240,Sun May 06 23:40:17 +0000 2012
52562,294,49ecb093f964a52071671fe3,4bf58dd8d48988d1df931735,BBQ Joint,40.75696124,-73.98907363,-240,Sun May 06 23:40:26 +0000 2012
52563,323,4bdb21e2a6fdef3b58141547,4bf58dd8d48988d10f951735,Drugstore / Pharmacy,40.7819386,-73.95370523,-240,Sun May 06 23:40:46 +0000 2012
52564,217,4e95bca75c5ca8d364034f9d,4bf58dd8d48988d10f951735,Drugstore / Pharmacy,40.82229664,-73.89193854,-240,Sun May 06 23:41:52 +0000 2012
52565,315,4d5ea5f2196ba0933d470456,4bf58dd8d48988d110951735,Salon / Barbershop,40.67293337,-73.86999772,-240,Sun May 06 23:42:17 +0000 2012
52566,999,440d8d78f964a52090301fe3,4bf58dd8d48988d176941735,Gym / Fitness Center,40.72371125,-73.99291131,-240,Sun May 06 23:42:24 +0000 2012
52567,1016,4e64514ac65b2dc8a07060ea,4bf58dd8d48988d103941735,Home (private),40.91872206,-73.98887973,-240,Sun May 06 23:42:41 +0000 2012
52568,901,4e5ad6c77d8b966a15dc334c,4bf58dd8d48988d103941735,Home (private),40.73202068,-73.71836391,-240,Sun May 06 23:42:54 +0000 2012
52569,1047,3fd66200f964a520aee81ee3,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.75712378,-73.98948267,-240,Sun May 06 23:43:14 +0000 2012
52570,7,42d1b680f964a5200b261fe3,4bf58dd8d48988d154941735,Cuban Restaurant,40.68647961,-73.97434294,-240,Sun May 06 23:43:29 +0000 2012
52571,498,4c61ef6569a1c9b67f9e37a4,4bf58dd8d48988d12b951735,Bus Station,40.589612,-73.939942,-240,Sun May 06 23:43:34 +0000 2012
52572,1010,4e3ae61b1838961aff05a907,4bf58dd8d48988d162941735,Other Great Outdoors,40.82633962,-74.13840432,-240,Sun May 06 23:43:58 +0000 2012
52573,114,4bed50be91380f47b4af9f18,4bf58dd8d48988d118951735,Food & Drink Shop,40.778504,-73.982092,-240,Sun May 06 23:44:10 +0000 2012
52574,274,4deffce2b0fbfee72f3cacde,4d4b7105d754a06374d81259,Food,40.80474202,-73.95543871,-240,Sun May 06 23:44:32 +0000 2012
52575,516,4e7f313fcc216e245e51f581,4bf58dd8d48988d1f1931735,General Entertainment,40.73896576,-74.03025627,-240,Sun May 06 23:45:20 +0000 2012
52576,373,4bca3ca70687ef3b5ca3dbcc,4bf58dd8d48988d150941735,Spanish Restaurant,40.77277122,-73.95578311,-240,Sun May 06 23:46:29 +0000 2012
52577,726,4b7c2748f964a5207f802fe3,4bf58dd8d48988d132941735,Church,40.75202811,-73.9745289,-240,Sun May 06 23:47:16 +0000 2012
52578,881,4c524854384c76b00080f62a,4bf58dd8d48988d103941735,Home (private),40.8331652,-73.94186034,-240,Sun May 06 23:47:17 +0000 2012
52579,633,4cd03c7da03a9eb0b658b103,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),40.71022929,-74.00657503,-240,Sun May 06 23:47:27 +0000 2012
52580,623,4ae8906ef964a52071b021e3,4bf58dd8d48988d129951735,Train Station,40.71267093,-74.01193142,-240,Sun May 06 23:47:49 +0000 2012
52581,633,4b7f5a61f964a520762930e3,4bf58dd8d48988d1a3941735,College Academic Building,40.71001771,-74.006839,-240,Sun May 06 23:47:52 +0000 2012
52582,559,4bed7b1ee3562d7f660efff8,4bf58dd8d48988d1be941735,Latin American Restaurant,40.8387484,-73.9413064,-240,Sun May 06 23:47:56 +0000 2012
52583,345,4a5e05c3f964a520e8bd1fe3,4bf58dd8d48988d180941735,Movie Theater,40.78691058,-73.9777372,-240,Sun May 06 23:48:35 +0000 2012
52584,906,4b00518af964a520c33c22e3,4bf58dd8d48988d10c941735,French Restaurant,40.73614879,-73.98484806,-240,Sun May 06 23:48:45 +0000 2012
52585,750,4e24577888774a43b786564c,4bf58dd8d48988d103941735,Home (private),40.68499609,-73.94186034,-240,Sun May 06 23:49:10 +0000 2012
52586,444,4b9fa9bcf964a520c53237e3,4bf58dd8d48988d1fd931735,Subway,40.75923674,-73.95339489,-240,Sun May 06 23:49:15 +0000 2012
52587,527,44e454a3f964a52053371fe3,4bf58dd8d48988d1d8941735,Bar,40.76351285,-73.98691986,-240,Sun May 06 23:49:56 +0000 2012
52588,726,4b390382f964a520425425e3,4bf58dd8d48988d112941735,Bar,40.7518813,-73.97369668,-240,Sun May 06 23:50:59 +0000 2012
52589,316,4bbd4b0b8ec3d13af6fc1b28,4bf58dd8d48988d116941735,Bar,40.66281011,-74.2334564,-240,Sun May 06 23:51:33 +0000 2012
52590,745,45ab788ef964a52043411fe3,4bf58dd8d48988d154941735,Cuban Restaurant,40.71987862,-73.987716,-240,Sun May 06 23:53:21 +0000 2012
52591,70,4bad3de2f964a520233d3be3,4bf58dd8d48988d1fd931735,Subway,40.67692779,-73.89869928,-240,Sun May 06 23:54:40 +0000 2012
52592,593,4cb647b49c7ba35dc7c19006,4bf58dd8d48988d12b951735,Bus Station,40.83684754,-74.11438121,-240,Sun May 06 23:54:45 +0000 2012
52593,458,4c26b50fa852c9287f33e76c,4bf58dd8d48988d162941735,Other Great Outdoors,40.64142361,-73.90791169,-240,Sun May 06 23:57:02 +0000 2012
52594,633,4e7fdff20aafbd4bf63b3998,4bf58dd8d48988d1a3941735,College Academic Building,40.71068343,-74.00461247,-240,Sun May 06 23:57:49 +0000 2012
52595,857,4e320d2de4cd60250188c58d,4bf58dd8d48988d11b941735,Bar,40.78133756,-73.94936573,-240,Sun May 06 23:58:19 +0000 2012
52596,367,4b5b7ea2f964a520720229e3,4bf58dd8d48988d113941735,Korean Restaurant,40.9341548,-74.09120968,-240,Sun May 06 23:58:41 +0000 2012
52597,699,4f00cbfc0aaffcf6f55290b7,4bf58dd8d48988d118951735,Food & Drink Shop,40.61167496,-74.15674215,-240,Sun May 06 23:59:14 +0000 2012
52598,427,4bd716bd6798ef3b382c668d,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.70962611,-74.0063914,-240,Sun May 06 23:59:16 +0000 2012
52599,1064,3fd66200f964a520c5f11ee3,4bf58dd8d48988d14e941735,American Restaurant,40.719607,-73.986764,-240,Sun May 06 23:59:24 +0000 2012
52600,712,40f1d480f964a5206a0a1fe3,4bf58dd8d48988d163941735,Park,40.74706189,-74.00519371,-240,Sun May 06 23:59:56 +0000 2012
52601,948,4ef3894f6c25074225601e3a,4bf58dd8d48988d103941735,Home (private),40.71633255,-73.95361626,-240,Mon May 07 00:00:17 +0000 2012
52602,961,4bf45ce4e5eba593e5911f90,4bf58dd8d48988d16a941735,Bakery,40.969064,-73.954335,-240,Mon May 07 00:00:55 +0000 2012
52604,572,4b3cf3c4f964a520638a25e3,4f04aa0c2fb6e1c99f3db0b8,Nail Salon,40.7757507,-73.95330343,-240,Mon May 07 00:01:17 +0000 2012
52605,713,3fd66200f964a5206ee91ee3,4bf58dd8d48988d1d3941735,Vegetarian / Vegan Restaurant,40.73097177,-73.98551379,-240,Mon May 07 00:02:20 +0000 2012
52606,673,4c2d20773a4d0f476f5be386,4bf58dd8d48988d139941735,Synagogue,40.64126152,-73.99713506,-240,Mon May 07 00:03:10 +0000 2012
52607,401,49f70919f964a520646c1fe3,4bf58dd8d48988d116941735,Bar,40.7328,-73.954692,-240,Mon May 07 00:04:20 +0000 2012
52608,726,4ed6316a2c5b3d826e649dbf,4bf58dd8d48988d122951735,Electronics Store,40.7528124,-73.97717474,-240,Mon May 07 00:08:57 +0000 2012
52609,445,4db99e916a2334682dac5e74,4bf58dd8d48988d146941735,Deli / Bodega,40.82844242,-73.94511224,-240,Mon May 07 00:09:32 +0000 2012
52610,726,3fd66200f964a52071e71ee3,4bf58dd8d48988d11e941735,Bar,40.75254812,-73.97774294,-240,Mon May 07 00:09:39 +0000 2012
52611,79,4f21fdc2e4b0e1207f246ff7,4deefb944765f83613cdba6e,Historic Site,40.63776202,-74.00221376,-240,Mon May 07 00:09:53 +0000 2012
52612,726,49f1d030f964a520b9691fe3,4bf58dd8d48988d110941735,Italian Restaurant,40.75286582,-73.97698535,-240,Mon May 07 00:09:56 +0000 2012
52613,623,4c81086adc018cfaa883c16c,4bf58dd8d48988d124941735,Office,40.70253725,-73.99058104,-240,Mon May 07 00:10:01 +0000 2012
