,Unnamed: 0,Unnamed: 0_x,User ID,Location Frequency,Activity,Main Activity Time,Cluster,Unnamed: 0_y,Venue ID,Venue category ID,Venue category name,Latitude,Longitude,Timezone offset in minutes,UTC time
24,24,0,2,0,1,0,0,42345,4b63c60ef964a520fd902ae3,4bf58dd8d48988d11b941735,Bar,40.624587,-74.142421,-240,Sun Apr 29 02:53:24 +0000 2012
25,25,0,2,0,1,0,0,44286,4bcdcee8511f9521542eb5c7,4bf58dd8d48988d147941735,Diner,40.6042115,-74.16213191,-240,Tue May 01 21:16:27 +0000 2012
26,26,0,2,0,1,0,0,47895,4cbfbedea0c4f04d1e085731,4bf58dd8d48988d1fd931735,Subway,40.73977054,-74.00258124,-240,Fri May 04 12:27:53 +0000 2012
27,27,0,2,0,1,0,0,48356,44d9e8dbf964a5208a361fe3,4bf58dd8d48988d1f5941735,Food & Drink Shop,40.72413519,-73.99778927,-240,Fri May 04 16:02:23 +0000 2012
28,28,0,2,0,1,0,0,48856,4a9efc7af964a520103c20e3,4bf58dd8d48988d1e0931735,Coffee Shop,40.66144182,-73.84009838,-240,Fri May 04 19:59:06 +0000 2012
29,29,0,2,0,1,0,0,48968,4b004499f964a520253c22e3,4bf58dd8d48988d1f6941735,Department Store,40.65239545,-73.86983119,-240,Fri May 04 20:45:17 +0000 2012
30,30,0,2,0,1,0,0,50497,4d48864b551db1f722e9a330,4bf58dd8d48988d175941735,Gym / Fitness Center,40.64668884,-73.91399171,-240,Sat May 05 15:07:51 +0000 2012
31,31,0,2,0,1,0,0,54152,4b53abbef964a5203aa727e3,4bf58dd8d48988d1e0931735,Coffee Shop,40.56944717,-74.10988478,-240,Mon May 07 19:25:19 +0000 2012
32,32,0,2,0,1,0,0,56364,4b6cfe10f964a520f0612ce3,4bf58dd8d48988d120941735,Bar,40.6128,-74.129836,-240,Wed May 09 00:23:48 +0000 2012
33,33,0,2,0,1,0,0,58773,4ad71c45f964a520b50821e3,4bf58dd8d48988d1e0931735,Coffee Shop,40.74064692,-73.99104044,-240,Thu May 10 20:43:21 +0000 2012
34,34,0,2,0,1,0,0,59007,49f75667f964a5208b6c1fe3,4bf58dd8d48988d1f6941735,Department Store,40.7221271,-73.99930899,-240,Thu May 10 22:17:53 +0000 2012
35,35,0,2,0,1,0,0,59027,4a441b2bf964a52027a71fe3,4bf58dd8d48988d10c951735,Cosmetics Shop,40.72387965,-73.99822542,-240,Thu May 10 22:23:18 +0000 2012
36,36,0,2,0,1,0,0,59588,4b8f50d9f964a520365133e3,4bf58dd8d48988d1fd931735,Subway,40.64609878,-73.90266895,-240,Fri May 11 02:56:54 +0000 2012
37,37,0,2,0,1,0,0,60890,4a84838cf964a520cbfc1fe3,4bf58dd8d48988d1f5941735,Food & Drink Shop,40.780266,-73.959323,-240,Fri May 11 19:03:59 +0000 2012
38,38,0,2,0,1,0,0,60997,42829c80f964a52025221fe3,4bf58dd8d48988d1e0931735,Coffee Shop,40.76590104,-73.96343432,-240,Fri May 11 19:54:39 +0000 2012
39,39,0,2,0,1,0,0,62632,4d48864b551db1f722e9a330,4bf58dd8d48988d175941735,Gym / Fitness Center,40.64668884,-73.91399171,-240,Sat May 12 15:18:58 +0000 2012
40,40,0,2,0,1,0,0,64689,4b6f03f5f964a52004d72ce3,4bf58dd8d48988d14e941735,American Restaurant,40.62956,-74.02854502,-240,Sun May 13 15:29:33 +0000 2012
41,41,0,2,0,1,0,0,65008,4f1f26cee4b0fa52e3e3f85f,4bf58dd8d48988d162941735,Other Great Outdoors,40.60976609,-74.03414011,-240,Sun May 13 18:12:16 +0000 2012
42,42,0,2,0,1,0,0,65245,4a9efc7af964a520103c20e3,4bf58dd8d48988d1e0931735,Coffee Shop,40.66144182,-73.84009838,-240,Sun May 13 20:17:18 +0000 2012
43,43,1,3,0,2,0,0,662,4e691e82b9930387355c629d,4bf58dd8d48988d14e941735,American Restaurant,40.72516293,-73.99215952,-240,Tue Apr 03 23:49:40 +0000 2012
44,44,1,3,0,2,0,0,3396,49d6de35f964a520085d1fe3,4bf58dd8d48988d18f941735,Art Museum,40.77113147,-73.96734304,-240,Sat Apr 07 15:04:34 +0000 2012
45,45,1,3,0,2,0,0,3602,49da2ea8f964a520585e1fe3,4bf58dd8d48988d18f941735,Art Museum,40.74936105,-73.97999273,-240,Sat Apr 07 17:13:03 +0000 2012
46,46,1,3,0,2,0,0,4340,40d23080f964a5203e011fe3,4bf58dd8d48988d14e941735,American Restaurant,40.72222,-73.994267,-240,Sat Apr 07 23:05:43 +0000 2012
47,47,1,3,0,2,0,0,4627,4f71e4207beb1d18abcc9648,4bf58dd8d48988d11e941735,Bar,40.72236398,-73.99433613,-240,Sun Apr 08 01:37:03 +0000 2012
48,48,1,3,0,2,0,0,7563,4e20a42cb61cdcf1ecb4f53b,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),40.741552,-73.982092,-240,Mon Apr 09 23:39:27 +0000 2012
49,49,1,3,0,2,0,0,8941,440754f8f964a5204d301fe3,4bf58dd8d48988d142941735,Asian Restaurant,40.76285776,-73.971619,-240,Tue Apr 10 23:30:58 +0000 2012
50,50,1,3,0,2,0,0,11649,49b6c9c8f964a52010531fe3,4bf58dd8d48988d1e0931735,Coffee Shop,40.743545,-73.983929,-240,Thu Apr 12 13:26:11 +0000 2012
51,51,1,3,0,2,0,0,12832,4f723f6d0cd6952d306be1ee,4bf58dd8d48988d1cc941735,Steakhouse,40.73774638,-73.98819923,-240,Fri Apr 13 01:46:01 +0000 2012
52,52,1,3,0,2,0,0,16906,49cd388ef964a520d0591fe3,4bf58dd8d48988d1db931735,Tapas Restaurant,40.72610646,-73.99293427,-240,Sun Apr 15 00:06:22 +0000 2012
53,53,1,3,0,2,0,0,17127,4604f1f9f964a520b7441fe3,4bf58dd8d48988d1d5941735,Hotel,40.726057,-73.991733,-240,Sun Apr 15 01:49:26 +0000 2012
54,54,1,3,0,2,0,0,20960,4cc9a5760f7bef3b5f9c7fdd,4bf58dd8d48988d1ce941735,Seafood Restaurant,40.74588914,-73.98852104,-240,Tue Apr 17 16:43:14 +0000 2012
55,55,1,3,0,2,0,0,23156,499de842f964a5208b521fe3,4bf58dd8d48988d130941735,Building,40.74534181,-74.00783748,-240,Wed Apr 18 20:18:17 +0000 2012
56,56,1,3,0,2,0,0,23582,4cad200e76d3a09385ea376b,4bf58dd8d48988d150941735,Spanish Restaurant,40.74691558,-73.99043083,-240,Wed Apr 18 23:21:51 +0000 2012
57,57,1,3,0,2,0,0,27766,4f6e6af3e4b0463c94b07375,4bf58dd8d48988d14e941735,American Restaurant,40.74499789,-73.98860139,-240,Sat Apr 21 00:25:23 +0000 2012
58,58,1,3,0,2,0,0,27996,4ae6f117f964a520a6a721e3,4bf58dd8d48988d1fa931735,Hotel,40.74507684,-73.988676,-240,Sat Apr 21 02:09:37 +0000 2012
59,59,1,3,0,2,0,0,28722,4bff2f9b369476b0ba8a8d1f,4cce455aebf7b749d5e191f5,Athletic & Sport,40.72930764,-74.01266098,-240,Sat Apr 21 14:28:31 +0000 2012
60,60,1,3,0,2,0,0,29002,4baa970cf964a52086773ae3,4bf58dd8d48988d159941735,Other Great Outdoors,40.73421817,-74.01055813,-240,Sat Apr 21 17:09:13 +0000 2012
61,61,1,3,0,2,0,0,29021,3fd66200f964a52037e71ee3,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.73406777,-74.00636852,-240,Sat Apr 21 17:18:56 +0000 2012
62,62,1,3,0,2,0,0,31264,4d546ac796ed54819580fd6f,4bf58dd8d48988d17e941735,Movie Theater,40.76121733,-73.97693369,-240,Sun Apr 22 23:12:42 +0000 2012
63,63,1,3,0,2,0,0,34895,4ace6c89f964a52078d020e3,4bf58dd8d48988d1ed931735,Airport,40.773839,-73.87122,-240,Tue Apr 24 19:58:02 +0000 2012
64,64,1,3,0,2,0,0,43662,4ace64bef964a52053d020e3,4bf58dd8d48988d1eb931735,Airport,40.76915667,-73.86195399,-240,Sun Apr 29 20:58:16 +0000 2012
65,65,1,3,0,2,0,0,44212,4459d2f1f964a520d7321fe3,4bf58dd8d48988d1ed931735,Airport,40.68968494,-74.17938709,-240,Tue May 01 20:30:34 +0000 2012
66,66,1,3,0,2,0,0,45726,4aa9386ef964a5208b5220e3,4bf58dd8d48988d14e941735,American Restaurant,40.74583735,-73.98799265,-240,Thu May 03 12:59:50 +0000 2012
67,67,1,3,0,2,0,0,47139,4ca4fd3b44a8224b34d3f53f,4bf58dd8d48988d14e941735,American Restaurant,40.75521012,-73.96909361,-240,Fri May 04 00:22:14 +0000 2012
68,68,1,3,0,2,0,0,48157,4aa9386ef964a5208b5220e3,4bf58dd8d48988d14e941735,American Restaurant,40.74583735,-73.98799265,-240,Fri May 04 14:10:44 +0000 2012
69,69,1,3,0,2,0,0,49263,4ec2947729c25ce5a3371338,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.76282906,-73.99311791,-240,Fri May 04 22:55:28 +0000 2012
70,70,1,3,0,2,0,0,51570,47b3e18ff964a520a94d1fe3,4bf58dd8d48988d110941735,Italian Restaurant,40.74019282,-73.98957127,-240,Sat May 05 23:38:19 +0000 2012
71,71,1,3,0,2,0,0,54187,4b86e9b1f964a52097a531e3,4bf58dd8d48988d124941735,Office,40.74904906,-73.99156268,-240,Mon May 07 19:41:43 +0000 2012
72,72,1,3,0,2,0,0,57356,4aa9386ef964a5208b5220e3,4bf58dd8d48988d14e941735,American Restaurant,40.74583735,-73.98799265,-240,Wed May 09 14:20:44 +0000 2012
73,73,1,3,0,2,0,0,58215,4b86e9b1f964a52097a531e3,4bf58dd8d48988d124941735,Office,40.74904906,-73.99156268,-240,Thu May 10 00:12:04 +0000 2012
74,74,1,3,0,2,0,0,59315,4bbb9caaafe1b7139a6b2f4b,4bf58dd8d48988d110941735,Italian Restaurant,40.75630691,-73.99356554,-240,Fri May 11 00:19:47 +0000 2012
75,75,1,3,0,2,0,0,60247,4aa9386ef964a5208b5220e3,4bf58dd8d48988d14e941735,American Restaurant,40.74583735,-73.98799265,-240,Fri May 11 13:25:13 +0000 2012
76,76,1,3,0,2,0,0,61410,4416912af964a52004311fe3,4bf58dd8d48988d11b941735,Bar,40.75151596,-73.99352074,-240,Fri May 11 23:04:55 +0000 2012
77,77,2,4,0,3,0,0,373,4a6a3991f964a520e0cc1fe3,4bf58dd8d48988d14f941735,Southern / Soul Food Restaurant,40.810203,-73.943523,-240,Tue Apr 03 21:49:54 +0000 2012
78,78,2,4,0,3,0,0,424,4b376908f964a520ef4025e3,4bf58dd8d48988d132941735,Church,40.8168158,-73.9413925,-240,Tue Apr 03 22:08:14 +0000 2012
79,79,2,4,0,3,0,0,3668,4b376908f964a520ef4025e3,4bf58dd8d48988d132941735,Church,40.8168158,-73.9413925,-240,Sat Apr 07 17:45:24 +0000 2012
80,80,2,4,0,3,0,0,5123,4b376908f964a520ef4025e3,4bf58dd8d48988d132941735,Church,40.8168158,-73.9413925,-240,Sun Apr 08 12:23:38 +0000 2012
81,81,2,4,0,3,0,0,8762,4b376908f964a520ef4025e3,4bf58dd8d48988d132941735,Church,40.8168158,-73.9413925,-240,Tue Apr 10 22:37:08 +0000 2012
82,82,2,4,0,3,0,0,17545,4b376908f964a520ef4025e3,4bf58dd8d48988d132941735,Church,40.8168158,-73.9413925,-240,Sun Apr 15 12:25:07 +0000 2012
83,83,2,4,0,3,0,0,18205,4ce98611e888f04df47e486b,4bf58dd8d48988d132941735,Church,40.8051547,-73.94569774,-240,Sun Apr 15 18:58:35 +0000 2012
84,84,2,4,0,3,0,0,22928,4e5453e16284ed0e1c14d208,4bf58dd8d48988d1c4941735,Restaurant,40.81159642,-73.94254164,-240,Wed Apr 18 18:10:36 +0000 2012
85,85,2,4,0,3,0,0,23392,4b376908f964a520ef4025e3,4bf58dd8d48988d132941735,Church,40.8168158,-73.9413925,-240,Wed Apr 18 22:12:26 +0000 2012
86,86,2,4,0,3,0,0,24999,4adca802f964a520632e21e3,4bf58dd8d48988d1df931735,BBQ Joint,40.77693,-73.977499,-240,Thu Apr 19 18:58:06 +0000 2012
87,87,2,4,0,3,0,0,25887,4e4b34e3814d52398af27a92,4bf58dd8d48988d176941735,Gym / Fitness Center,40.80927,-73.94907117,-240,Fri Apr 20 02:10:07 +0000 2012
88,88,2,4,0,3,0,0,28749,4a46c0b1f964a52065a91fe3,4bf58dd8d48988d17f941735,Movie Theater,40.80939181,-73.95174265,-240,Sat Apr 21 14:40:29 +0000 2012
89,89,2,4,0,3,0,0,30357,4b376908f964a520ef4025e3,4bf58dd8d48988d132941735,Church,40.8168158,-73.9413925,-240,Sun Apr 22 12:49:33 +0000 2012
90,90,2,4,0,3,0,0,30851,4d93a5d884a6a35dcd9b46b8,4bf58dd8d48988d132941735,Church,40.68101915,-73.93789084,-240,Sun Apr 22 18:15:44 +0000 2012
91,91,2,4,0,3,0,0,31352,43237380f964a520a6271fe3,5032792091d4c4b30a586d5c,Concert Hall,40.77308313,-73.98281336,-240,Sun Apr 22 23:59:10 +0000 2012
92,92,2,4,0,3,0,0,31404,3fd66200f964a520c0e71ee3,4bf58dd8d48988d11b941735,Bar,40.76233786,-73.98240319,-240,Mon Apr 23 00:41:19 +0000 2012
93,93,2,4,0,3,0,0,32999,4ade3e09f964a520397421e3,4bf58dd8d48988d1f8941735,Furniture / Home Store,40.774555,-73.982189,-240,Mon Apr 23 21:07:56 +0000 2012
94,94,2,4,0,3,0,0,33375,43237380f964a520a6271fe3,5032792091d4c4b30a586d5c,Concert Hall,40.77308313,-73.98281336,-240,Tue Apr 24 00:09:30 +0000 2012
95,95,2,4,0,3,0,0,35229,4b376908f964a520ef4025e3,4bf58dd8d48988d132941735,Church,40.8168158,-73.9413925,-240,Tue Apr 24 23:15:48 +0000 2012
96,96,2,4,0,3,0,0,35760,4840fe6bf964a52030501fe3,4bf58dd8d48988d1fe931735,Bus Station,40.7572213,-73.99154663,-240,Wed Apr 25 13:23:17 +0000 2012
97,97,2,4,0,3,0,0,43067,4840fe6bf964a52030501fe3,4bf58dd8d48988d1fe931735,Bus Station,40.7572213,-73.99154663,-240,Sun Apr 29 15:54:06 +0000 2012
98,98,2,4,0,3,0,0,44601,4b376908f964a520ef4025e3,4bf58dd8d48988d132941735,Church,40.8168158,-73.9413925,-240,Tue May 01 23:33:04 +0000 2012
99,99,2,4,0,3,0,0,48998,4db1a9c593a06157685a200b,4bf58dd8d48988d132941735,Church,40.78269102,-73.97477569,-240,Fri May 04 21:05:30 +0000 2012
